0,39,15
-1,52,19
0,60,21
4,69,21
6,79,22
10,85,25
17,93,30
17,88,30
30,77,21
35,67,20
26,56,27
18,59,22
6,53,13
4,45,13
1,32,13
-4,30,11
-4,32,12
0,42,20
1,47,23
1,63,20
2,70,15
-1,77,15
-3,85,18
7,94,18
12,89,15
15,93,-5
16,81,-5
15,76,1
12,56,14
10,46,19
1,34,14
-3,32,8
-4,38,4
-2,43,8
1,55,14
5,64,15
8,79,13
15,96,24
19,102,32
12,94,35
25,90,28
39,63,12
37,51,13
18,47,14
8,47,10
0,40,8
-1,36,10
-2,33,11
-3,34,11
-3,36,14
1,53,21
4,59,25
5,73,27
5,78,24
4,79,23
5,81,25
10,88,22
13,87,17
12,83,-1
12,76,-8
9,71,-4
5,54,13
4,46,22
4,36,17
1,33,11
-2,34,8
-3,36,13
-3,51,20
-2,61,19
1,68,22
2,75,20
2,77,21
9,88,28
12,93,33
14,84,25
27,77,20
23,56,23
17,52,23
-2,47,18
-6,42,17
-7,35,12
-5,34,10
-5,38,10
-6,45,17
-6,52,20
-6,64,25
-5,69,28
-4,74,22
-6,73,19
-7,81,23
-4,80,26
-7,83,5
-8,90,-15
-1,83,-11
1,70,11
0,59,22
4,41,21
2,35,15
-2,30,6
-5,32,6
-8,40,12
-7,48,15
-5,64,17
-2,70,16
-4,75,18
0,90,26
2,96,32
12,94,36
25,85,32
27,59,28
18,54,27
2,54,21
-2,50,15
-5,37,7
-4,31,4
-6,30,6
-7,37,14
-6,43,19
-5,59,25
-3,66,24
-2,76,21
-3,77,20
-6,79,23
-8,87,24
-3,87,15
-3,88,1
3,82,-13
3,74,0
4,67,13
5,44,26
4,37,23
-3,30,9
-4,30,4
-6,36,3
-7,43,6
-5,57,17
-3,64,17
1,77,14
4,88,23
8,97,29
11,96,31
17,92,26
33,67,20
29,55,23
17,50,23
9,50,17
4,41,13
2,35,13
-1,32,12
-3,37,13
-3,43,13
0,60,15
1,67,20
1,77,22
3,79,19
2,77,18
3,79,19
5,87,17
7,88,12
5,85,-8
6,71,-7
5,64,1
6,49,17
5,42,20
4,36,12
1,35,6
-2,35,3
-3,39,6
-1,50,14
0,59,15
2,71,14
0,81,16
3,91,20
13,99,26
17,97,28
36,80,22
39,67,21
23,51,23
16,55,21
1,55,11
1,48,11
3,35,13
1,32,9
-1,32,11
-2,38,13
-2,44,15
3,59,19
4,68,17
8,81,14
8,81,17
2,90,23
6,94,17
6,90,7
10,80,-14
13,74,-14
9,64,-2
9,58,10
8,43,26
8,38,24
2,35,11
0,34,8
-1,43,8
0,48,13
0,61,17
3,68,19
0,73,17
5,85,17
13,92,19
13,87,30
8,84,28
20,77,16
22,65,16
19,56,28
12,57,24
1,46,11
-1,32,8
-3,28,8
-2,36,11
0,40,15
3,47,23
4,53,22
4,67,19
0,72,18
-4,81,23
-7,86,25
-6,91,22
-6,85,4
-5,82,-9
5,76,-10
5,72,-3
8,58,15
8,50,24
7,41,23
3,37,16
-3,34,8
-6,37,8
-9,45,15
-9,61,16
-6,66,17
-2,74,19
2,78,20
6,91,27
8,99,28
32,87,32
34,69,34
19,55,27
8,57,19
-3,52,9
3,38,17
1,34,15
-6,32,6
-8,32,8
-9,41,12
-7,49,15
1,64,23
4,70,28
0,78,30
-3,81,28
-5,86,26
-3,82,21
-4,81,9
-2,81,-13
1,79,-15
4,70,4
5,64,13
3,46,19
-1,36,21
-2,27,19
-3,29,15
-2,35,14
-2,52,19
-2,59,20
-1,68,22
-1,72,23
0,85,22
3,96,23
14,104,29
28,97,29
37,62,30
26,51,31
13,52,21
6,45,12
5,38,13
0,31,13
-2,30,11
-1,32,14
1,36,18
4,52,23
6,60,28
8,74,28
10,78,26
9,79,23
4,91,25
5,95,23
7,86,2
9,79,-4
7,68,-5
7,67,1
9,58,13
10,50,19
10,36,19
6,33,15
0,31,9
0,38,12
1,44,17
3,59,21
4,66,20
5,75,21
7,78,25
15,95,30
17,98,32
22,88,27
30,76,23
31,55,22
20,54,26
12,53,20
6,41,12
3,34,11
0,28,12
0,28,14
2,34,17
5,41,21
10,57,24
11,66,23
8,73,24
4,81,26
4,87,28
9,95,25
13,90,20
10,82,2
9,77,-4
4,67,-2
5,60,5
10,46,22
11,39,24
6,30,14
1,30,5
0,31,6
-1,44,14
0,55,19
3,68,23
5,73,22
4,79,26
7,87,28
15,98,31
20,94,30
32,73,25
26,55,20
20,51,22
8,52,18
6,47,13
4,36,10
1,33,9
-3,33,8
-3,35,12
3,44,22
6,53,22
9,67,23
10,72,25
9,75,25
7,81,25
7,89,25
10,87,19
10,83,10
9,76,-8
10,73,-9
9,64,2
10,58,12
11,45,25
8,38,16
5,35,10
1,33,8
0,36,11
1,50,15
3,58,20
9,70,22
10,75,21
13,89,29
16,95,31
25,93,27
42,74,21
40,62,20
24,53,26
15,54,23
7,45,13
5,39,10
0,31,7
-1,30,8
-2,31,15
-1,36,18
5,53,22
9,67,25
9,71,26
9,79,26
7,79,28
5,88,29
6,90,24
9,85,4
8,78,-4
5,69,-4
4,66,-2
10,52,16
14,42,27
10,38,22
1,35,9
-1,36,8
0,42,15
1,50,18
2,59,20
3,63,18
1,70,17
4,75,22
16,93,29
20,94,34
29,84,29
32,66,22
26,59,26
13,57,26
8,56,18
4,44,8
1,37,5
-3,30,7
-3,30,10
-2,34,10
0,40,12
4,56,18
5,76,18
4,81,19
5,86,30
5,90,31
5,94,21
7,88,13
9,80,-6
8,76,-9
5,70,-5
7,66,1
9,48,18
6,36,19
3,34,13
-3,35,5
-4,37,6
-4,46,11
-1,54,14
1,68,15
2,71,16
2,83,25
6,90,29
11,101,30
30,84,29
36,70,27
21,52,24
18,50,22
5,47,18
6,42,19
3,35,19
-1,33,15
-4,31,10
-5,32,14
-1,42,22
4,58,27
4,65,28
5,73,26
5,75,26
1,74,30
0,82,30
7,86,25
8,82,16
8,80,-2
8,81,-8
6,74,-3
8,53,26
9,45,32
6,35,22
0,33,15
-5,34,12
-4,38,13
-2,52,13
-1,58,15
-2,69,17
-5,74,22
-1,78,27
6,84,34
6,82,36
2,74,31
9,71,26
14,57,28
11,54,30
-1,52,22
-3,50,19
-3,39,15
-4,34,11
-11,34,10
-12,43,15
-10,47,19
-8,56,23
-7,61,24
-5,71,23
-6,76,26
-7,90,29
-4,91,26
-8,89,6
-5,89,-5
0,79,-6
6,64,16
8,56,27
7,42,28
4,37,19
-3,34,8
-4,36,8
-6,41,11
-6,47,13
-5,60,15
-3,67,15
-8,75,22
1,89,32
4,92,32
9,90,30
16,85,26
25,62,26
19,55,32
6,53,26
0,51,16
-2,41,8
-4,36,7
-7,33,8
-8,36,14
-7,41,18
2,57,24
4,63,22
0,73,20
0,79,22
-4,81,29
-6,89,25
-2,90,18
2,84,11
9,76,-2
7,74,-3
10,69,4
8,52,31
8,46,35
2,37,20
-3,36,10
-5,34,7
-4,42,13
-3,48,17
-2,53,18
2,68,18
6,80,30
8,90,37
16,94,38
20,86,33
30,67,26
23,58,30
9,59,25
1,57,17
-1,44,9
-2,37,8
-6,30,6
-6,30,10
-4,32,14
2,50,17
2,61,20
4,82,25
6,84,28
6,86,31
6,92,31
7,93,22
5,87,7
4,79,-16
3,67,-13
3,63,-5
6,47,14
7,42,17
13,38,16
9,38,12
2,41,12
1,42,17
1,52,20
4,56,21
6,64,24
10,76,24
12,81,25
17,98,27
21,96,29
31,76,23
35,66,19
28,49,27
22,50,30
10,50,20
8,45,14
-1,35,5
-7,30,6
-6,31,12
-1,40,17
2,47,21
4,65,27
5,74,27
9,81,28
9,79,30
5,84,32
1,88,26
7,82,9
8,75,-5
7,71,-6
7,69,3
9,62,14
13,45,30
11,38,28
2,32,15
-2,31,9
-3,34,10
-3,41,13
1,59,20
5,70,22
4,76,23
8,88,32
11,95,33
18,90,35
24,79,32
33,59,25
27,51,27
14,54,28
9,53,22
4,41,12
-2,33,8
-4,32,7
-5,33,13
-5,37,17
2,53,24
4,61,26
5,75,23
5,77,22
4,77,31
4,84,33
4,92,22
6,81,3
8,77,-2
8,71,1
10,67,7
12,51,27
13,45,29
6,36,15
1,33,9
-4,34,5
-2,36,10
1,49,19
3,60,23
4,67,20
5,77,23
9,86,28
14,94,32
18,88,34
34,71,25
34,61,25
24,53,31
13,55,28
4,50,17
-1,36,11
-3,32,8
-6,32,6
-5,34,11
1,43,22
4,51,25
4,67,27
4,74,23
5,76,23
4,75,27
8,89,26
12,83,14
10,84,4
18,85,-5
15,81,-2
15,64,20
11,54,29
8,38,28
4,32,21
0,24,14
0,24,17
-3,40,9
4,57,7
5,62,11
2,79,19
6,84,27
13,96,37
13,91,36
29,76,29
28,70,22
30,59,21
27,53,24
14,50,22
8,43,16
5,37,14
0,32,12
-2,32,11
1,37,14
5,41,18
9,60,22
9,68,23
10,83,20
12,84,22
12,84,28
15,90,24
17,83,18
15,76,-1
17,75,-6
15,71,-2
18,64,6
16,47,24
13,41,27
5,36,17
3,35,11
2,37,5
3,43,11
4,47,15
9,64,17
10,71,18
10,77,26
14,87,29
22,97,35
29,88,40
41,65,33
37,56,31
25,48,29
20,47,27
14,42,17
2,35,11
-2,32,9
-5,33,10
-3,35,12
3,43,20
5,50,23
7,66,27
10,76,27
16,81,28
16,80,33
9,89,31
11,83,14
12,78,4
15,73,-5
15,70,-5
16,58,9
16,51,19
15,42,29
12,39,25
4,38,11
3,37,9
3,39,16
4,53,18
6,58,20
9,73,20
10,75,24
15,87,31
21,95,31
31,85,36
40,72,36
33,54,27
26,49,26
15,53,22
5,47,12
4,41,12
-1,32,10
-2,31,10
-3,34,14
-1,38,16
3,52,21
3,58,26
5,74,26
7,77,24
5,76,26
3,88,24
7,87,22
9,86,2
13,84,-6
12,75,-4
13,70,3
11,53,24
9,45,28
3,36,18
1,34,12
0,35,7
2,43,10
2,47,15
5,64,17
8,71,18
7,77,30
8,84,35
16,91,33
18,85,31
22,72,25
26,67,26
22,55,36
13,53,27
7,48,18
1,35,8
-4,30,6
-7,27,6
-6,30,9
-4,41,14
-2,50,17
-1,68,28
2,78,29
6,85,29
-3,88,33
-5,92,27
-3,87,15
-4,86,6
6,81,-3
9,75,-2
9,61,7
9,52,15
3,36,25
1,33,21
-3,29,10
-4,31,11
-4,37,14
-4,54,15
-2,60,16
0,72,21
1,76,25
8,88,37
9,93,39
16,87,35
18,76,31
28,63,32
19,55,35
15,56,31
6,50,16
3,42,12
-3,30,8
-6,30,6
-9,34,7
-6,47,17
-4,55,23
-3,61,25
1,75,25
4,79,25
3,84,27
4,91,25
5,85,21
0,81,0
6,80,-4
7,71,1
7,70,8
9,58,20
11,48,24
4,34,19
-1,33,9
-1,34,6
-1,37,12
-2,43,17
2,59,21
4,68,21
3,76,26
7,80,33
14,88,38
17,86,38
16,74,29
29,60,26
29,54,32
18,52,32
11,52,23
7,43,15
4,36,14
-3,31,10
-5,32,12
-3,37,18
2,43,22
9,55,28
9,71,24
7,75,23
8,85,28
10,94,31
24,92,27
19,85,13
13,78,-3
8,74,-4
10,65,9
12,55,18
15,39,25
6,32,14
1,31,8
0,35,9
1,39,12
3,53,15
5,60,17
10,70,20
11,75,25
13,90,34
16,96,33
25,86,31
34,68,27
30,59,27
19,52,29
13,51,23
10,42,13
6,36,11
-1,30,9
-4,31,8
-3,36,12
-1,42,16
6,56,23
9,70,26
9,75,24
11,77,24
10,78,28
7,91,25
11,88,21
10,81,3
12,78,-3
13,74,-3
15,70,2
15,52,20
9,39,27
5,36,21
-1,36,8
-1,36,7
0,41,11
-1,48,14
1,60,19
4,67,19
9,76,24
13,82,30
16,91,33
20,84,30
27,74,27
31,58,28
26,54,32
10,58,25
8,53,17
2,38,10
-2,33,9
-6,32,10
-7,34,13
-7,41,16
-3,56,18
-1,62,19
-3,73,20
-3,76,22
-4,84,27
-4,89,23
0,85,12
-1,87,2
10,85,-5
13,79,0
18,61,16
9,42,27
4,36,24
0,33,10
0,33,6
-2,38,5
-3,45,9
0,59,14
1,69,14
0,80,16
2,86,24
10,99,32
19,89,31
28,76,28
37,56,24
27,50,26
15,52,22
6,54,15
2,45,12
0,39,12
-2,33,12
-4,33,14
-6,40,14
0,52,12
2,56,14
3,69,20
4,75,18
5,80,21
5,89,24
12,91,22
13,90,12
14,88,-12
14,85,-14
10,75,-4
13,55,21
14,44,28
7,33,22
3,31,14
-1,31,6
-1,33,5
-2,42,10
-2,50,12
1,67,12
2,73,14
10,86,27
15,94,32
21,100,32
34,82,23
38,70,21
23,54,24
19,56,21
7,49,14
5,42,14
2,35,15
0,35,10
-5,38,4
-7,42,5
-6,53,11
-7,63,15
-4,67,19
3,73,24
5,75,24
-3,86,24
-5,95,22
0,89,2
2,84,-10
3,71,-14
1,68,-8
5,56,17
10,40,27
9,36,24
0,32,14
-2,33,12
-4,43,17
-4,52,19
-2,66,20
-2,72,19
-6,78,22
-2,85,24
0,94,26
6,88,29
12,78,28
